sample_id,subject_id,gesture_id,video_path,viewpoint,performer_handedness,background_id,num_frames,fps
U03_G17_V01,U03,G17,videos/User_03/Gesture_17/U03_G17_V01.mp4,allo,left,B04,154,59.07
U03_G17_V02,U03,G17,videos/User_03/Gesture_17/U03_G17_V02.mp4,allo,left,B04,153,58.56
U03_G17_V03,U03,G17,videos/User_03/Gesture_17/U03_G17_V03.mp4,allo,left,B04,158,58.62
U03_G17_V04,U03,G17,videos/User_03/Gesture_17/U03_G17_V04.mp4,allo,left,B04,175,58.79
U03_G17_V05,U03,G17,videos/User_03/Gesture_17/U03_G17_V05.mp4,allo,left,B04,162,57.96
U03_G17_V06,U03,G17,videos/User_03/Gesture_17/U03_G17_V06.mp4,allo,left,B04,175,58.58
U03_G17_V07,U03,G17,videos/User_03/Gesture_17/U03_G17_V07.mp4,allo,left,B02,144,58.6
U03_G17_V08,U03,G17,videos/User_03/Gesture_17/U03_G17_V08.mp4,allo,left,B02,159,58.15
U03_G17_V09,U03,G17,videos/User_03/Gesture_17/U03_G17_V09.mp4,allo,left,B02,147,58.44
U03_G17_V10,U03,G17,videos/User_03/Gesture_17/U03_G17_V10.mp4,allo,left,B02,140,57.95
U03_G17_V11,U03,G17,videos/User_03/Gesture_17/U03_G17_V11.mp4,allo,left,B02,166,58.83
U03_G17_V12,U03,G17,videos/User_03/Gesture_17/U03_G17_V12.mp4,allo,left,B02,153,58.05
U03_G17_V13,U03,G17,videos/User_03/Gesture_17/U03_G17_V13.mp4,allo,left,B02,177,58.81
U03_G17_V14,U03,G17,videos/User_03/Gesture_17/U03_G17_V14.mp4,allo,left,B02,153,58.55
U03_G18_V01,U03,G18,videos/User_03/Gesture_18/U03_G18_V01.mp4,allo,dual,B04,138,57.95
U03_G18_V02,U03,G18,videos/User_03/Gesture_18/U03_G18_V02.mp4,allo,dual,B04,140,58.4
U03_G18_V03,U03,G18,videos/User_03/Gesture_18/U03_G18_V03.mp4,allo,dual,B04,149,59.02
U03_G18_V04,U03,G18,videos/User_03/Gesture_18/U03_G18_V04.mp4,allo,dual,B04,153,58.49
U03_G18_V05,U03,G18,videos/User_03/Gesture_18/U03_G18_V05.mp4,allo,dual,B04,153,58.31
U03_G18_V06,U03,G18,videos/User_03/Gesture_18/U03_G18_V06.mp4,allo,dual,B04,151,58.49
U03_G18_V07,U03,G18,videos/User_03/Gesture_18/U03_G18_V07.mp4,allo,dual,B02,144,58.41
U03_G18_V08,U03,G18,videos/User_03/Gesture_18/U03_G18_V08.mp4,allo,dual,B02,149,58.51
U03_G18_V09,U03,G18,videos/User_03/Gesture_18/U03_G18_V09.mp4,allo,dual,B02,166,58.4
U03_G18_V10,U03,G18,videos/User_03/Gesture_18/U03_G18_V10.mp4,allo,dual,B02,140,58.3
U03_G18_V11,U03,G18,videos/User_03/Gesture_18/U03_G18_V11.mp4,allo,dual,B02,154,58.48
U03_G18_V12,U03,G18,videos/User_03/Gesture_18/U03_G18_V12.mp4,allo,dual,B02,150,58.37
U03_G19_V01,U03,G19,videos/User_03/Gesture_19/U03_G19_V01.mp4,allo,dual,B04,158,58.21
U03_G19_V02,U03,G19,videos/User_03/Gesture_19/U03_G19_V02.mp4,allo,dual,B04,160,58.3
U03_G19_V03,U03,G19,videos/User_03/Gesture_19/U03_G19_V03.mp4,allo,dual,B04,167,58.65
U03_G19_V04,U03,G19,videos/User_03/Gesture_19/U03_G19_V04.mp4,allo,dual,B04,169,58.48
U03_G19_V05,U03,G19,videos/User_03/Gesture_19/U03_G19_V05.mp4,allo,dual,B04,156,57.91
U03_G19_V06,U03,G19,videos/User_03/Gesture_19/U03_G19_V06.mp4,allo,dual,B04,159,59.02
U03_G19_V07,U03,G19,videos/User_03/Gesture_19/U03_G19_V07.mp4,allo,dual,B04,160,58.23
U03_G19_V08,U03,G19,videos/User_03/Gesture_19/U03_G19_V08.mp4,allo,dual,B02,175,59.05
U03_G19_V09,U03,G19,videos/User_03/Gesture_19/U03_G19_V09.mp4,allo,dual,B02,160,58.29
U03_G19_V10,U03,G19,videos/User_03/Gesture_19/U03_G19_V10.mp4,allo,dual,B02,187,58.39
U03_G19_V11,U03,G19,videos/User_03/Gesture_19/U03_G19_V11.mp4,allo,dual,B02,173,58.56
U03_G19_V12,U03,G19,videos/User_03/Gesture_19/U03_G19_V12.mp4,allo,dual,B02,184,58.94
U03_G19_V13,U03,G19,videos/User_03/Gesture_19/U03_G19_V13.mp4,allo,dual,B02,210,58.8
U03_G19_V14,U03,G19,videos/User_03/Gesture_19/U03_G19_V14.mp4,allo,dual,B02,166,58.73
U03_G19_V15,U03,G19,videos/User_03/Gesture_19/U03_G19_V15.mp4,allo,dual,B02,167,58
U03_G20_V01,U03,G20,videos/User_03/Gesture_20/U03_G20_V01.mp4,allo,dual,B04,181,58.83
U03_G20_V02,U03,G20,videos/User_03/Gesture_20/U03_G20_V02.mp4,allo,dual,B04,167,58.44
U03_G20_V03,U03,G20,videos/User_03/Gesture_20/U03_G20_V03.mp4,allo,dual,B04,190,58.41
U03_G20_V04,U03,G20,videos/User_03/Gesture_20/U03_G20_V04.mp4,allo,dual,B04,179,58.68
U03_G20_V05,U03,G20,videos/User_03/Gesture_20/U03_G20_V05.mp4,allo,dual,B04,155,58.41
U03_G20_V06,U03,G20,videos/User_03/Gesture_20/U03_G20_V06.mp4,allo,dual,B04,160,58.23
U03_G20_V07,U03,G20,videos/User_03/Gesture_20/U03_G20_V07.mp4,allo,dual,B02,202,58.67
U03_G20_V08,U03,G20,videos/User_03/Gesture_20/U03_G20_V08.mp4,allo,dual,B02,156,58.32
U03_G20_V09,U03,G20,videos/User_03/Gesture_20/U03_G20_V09.mp4,allo,dual,B02,159,58.23
U03_G20_V10,U03,G20,videos/User_03/Gesture_20/U03_G20_V10.mp4,allo,dual,B02,167,58.7
U03_G20_V11,U03,G20,videos/User_03/Gesture_20/U03_G20_V11.mp4,allo,dual,B02,185,58.7
U03_G20_V12,U03,G20,videos/User_03/Gesture_20/U03_G20_V12.mp4,allo,dual,B02,167,58.43
U03_G20_V13,U03,G20,videos/User_03/Gesture_20/U03_G20_V13.mp4,allo,dual,B02,194,58.78
U04_G01_V01,U04,G01,videos/User_04/Gesture_01/U04_G01_V01.mp4,allo,left,B05,139,58.35
U04_G01_V02,U04,G01,videos/User_04/Gesture_01/U04_G01_V02.mp4,allo,left,B05,127,60.03
U04_G01_V03,U04,G01,videos/User_04/Gesture_01/U04_G01_V03.mp4,allo,left,B05,160,60.03
U04_G01_V04,U04,G01,videos/User_04/Gesture_01/U04_G01_V04.mp4,allo,left,B05,152,59.9
U04_G01_V05,U04,G01,videos/User_04/Gesture_01/U04_G01_V05.mp4,allo,left,B05,159,60.02
U04_G01_V06,U04,G01,videos/User_04/Gesture_01/U04_G01_V06.mp4,allo,left,B05,151,59.9
U04_G01_V07,U04,G01,videos/User_04/Gesture_01/U04_G01_V07.mp4,allo,left,B06,146,58.16
U04_G01_V08,U04,G01,videos/User_04/Gesture_01/U04_G01_V08.mp4,allo,left,B06,152,58.11
U04_G01_V09,U04,G01,videos/User_04/Gesture_01/U04_G01_V09.mp4,allo,left,B06,141,58.5
U04_G01_V10,U04,G01,videos/User_04/Gesture_01/U04_G01_V10.mp4,allo,left,B06,144,58.21
U04_G01_V11,U04,G01,videos/User_04/Gesture_01/U04_G01_V11.mp4,allo,left,B06,154,58.43
U04_G01_V12,U04,G01,videos/User_04/Gesture_01/U04_G01_V12.mp4,allo,left,B06,149,58.47
U04_G01_V13,U04,G01,videos/User_04/Gesture_01/U04_G01_V13.mp4,allo,left,B06,149,58.32
U04_G02_V01,U04,G02,videos/User_04/Gesture_02/U04_G02_V01.mp4,allo,left,B05,159,60.03
U04_G02_V02,U04,G02,videos/User_04/Gesture_02/U04_G02_V02.mp4,allo,left,B05,159,60.03
U04_G02_V03,U04,G02,videos/User_04/Gesture_02/U04_G02_V03.mp4,allo,left,B05,155,60.03
U04_G02_V04,U04,G02,videos/User_04/Gesture_02/U04_G02_V04.mp4,allo,left,B05,158,59.97
U04_G02_V05,U04,G02,videos/User_04/Gesture_02/U04_G02_V05.mp4,allo,left,B05,155,60.03
U04_G02_V06,U04,G02,videos/User_04/Gesture_02/U04_G02_V06.mp4,allo,left,B05,146,59.85
U04_G02_V07,U04,G02,videos/User_04/Gesture_02/U04_G02_V07.mp4,allo,left,B05,156,60.03
U04_G02_V08,U04,G02,videos/User_04/Gesture_02/U04_G02_V08.mp4,allo,left,B06,150,58.61
U04_G02_V09,U04,G02,videos/User_04/Gesture_02/U04_G02_V09.mp4,allo,left,B06,150,58.41
U04_G02_V10,U04,G02,videos/User_04/Gesture_02/U04_G02_V10.mp4,allo,left,B06,145,58.57
U04_G02_V11,U04,G02,videos/User_04/Gesture_02/U04_G02_V11.mp4,allo,left,B06,144,58.2
U04_G02_V12,U04,G02,videos/User_04/Gesture_02/U04_G02_V12.mp4,allo,left,B06,145,58.23
U04_G02_V13,U04,G02,videos/User_04/Gesture_02/U04_G02_V13.mp4,allo,left,B06,146,58.27
U04_G03_V01,U04,G03,videos/User_04/Gesture_03/U04_G03_V01.mp4,allo,left,B05,146,60.03
U04_G03_V02,U04,G03,videos/User_04/Gesture_03/U04_G03_V02.mp4,allo,left,B05,151,60.03
U04_G03_V03,U04,G03,videos/User_04/Gesture_03/U04_G03_V03.mp4,allo,left,B05,173,60.03
U04_G03_V04,U04,G03,videos/User_04/Gesture_03/U04_G03_V04.mp4,allo,left,B05,160,60.03
U04_G03_V05,U04,G03,videos/User_04/Gesture_03/U04_G03_V05.mp4,allo,left,B05,158,60.03
U04_G03_V06,U04,G03,videos/User_04/Gesture_03/U04_G03_V06.mp4,allo,left,B05,162,60.03
U04_G03_V07,U04,G03,videos/User_04/Gesture_03/U04_G03_V07.mp4,allo,left,B06,151,57.64
U04_G03_V08,U04,G03,videos/User_04/Gesture_03/U04_G03_V08.mp4,allo,left,B06,138,58.39
U04_G03_V09,U04,G03,videos/User_04/Gesture_03/U04_G03_V09.mp4,allo,left,B06,152,58.58
U04_G03_V10,U04,G03,videos/User_04/Gesture_03/U04_G03_V10.mp4,allo,left,B06,152,58.47
U04_G03_V11,U04,G03,videos/User_04/Gesture_03/U04_G03_V11.mp4,allo,left,B06,147,58.42
U04_G03_V12,U04,G03,videos/User_04/Gesture_03/U04_G03_V12.mp4,allo,left,B06,154,58.17
U04_G04_V01,U04,G04,videos/User_04/Gesture_04/U04_G04_V01.mp4,allo,left,B05,157,60.02
U04_G04_V02,U04,G04,videos/User_04/Gesture_04/U04_G04_V02.mp4,allo,left,B05,157,60.03
U04_G04_V03,U04,G04,videos/User_04/Gesture_04/U04_G04_V03.mp4,allo,left,B05,160,59.65
U04_G04_V04,U04,G04,videos/User_04/Gesture_04/U04_G04_V04.mp4,allo,left,B05,152,60.03
U04_G04_V05,U04,G04,videos/User_04/Gesture_04/U04_G04_V05.mp4,allo,left,B05,150,59.63
U04_G04_V06,U04,G04,videos/User_04/Gesture_04/U04_G04_V06.mp4,allo,left,B05,186,60.03
U04_G04_V07,U04,G04,videos/User_04/Gesture_04/U04_G04_V07.mp4,allo,left,B05,173,60.03
U04_G04_V08,U04,G04,videos/User_04/Gesture_04/U04_G04_V08.mp4,allo,left,B05,162,59.91
U04_G04_V09,U04,G04,videos/User_04/Gesture_04/U04_G04_V09.mp4,allo,left,B06,147,58.45
U04_G04_V10,U04,G04,videos/User_04/Gesture_04/U04_G04_V10.mp4,allo,left,B06,153,58.3
U04_G04_V11,U04,G04,videos/User_04/Gesture_04/U04_G04_V11.mp4,allo,left,B06,144,58.69
U04_G04_V12,U04,G04,videos/User_04/Gesture_04/U04_G04_V12.mp4,allo,left,B06,145,58.53
U04_G04_V13,U04,G04,videos/User_04/Gesture_04/U04_G04_V13.mp4,allo,left,B06,155,58.38
U04_G04_V14,U04,G04,videos/User_04/Gesture_04/U04_G04_V14.mp4,allo,left,B06,163,59
U04_G05_V01,U04,G05,videos/User_04/Gesture_05/U04_G05_V01.mp4,allo,left,B05,170,59.98
U04_G05_V02,U04,G05,videos/User_04/Gesture_05/U04_G05_V02.mp4,allo,left,B05,151,59.74
U04_G05_V03,U04,G05,videos/User_04/Gesture_05/U04_G05_V03.mp4,allo,left,B05,159,59.68
U04_G05_V04,U04,G05,videos/User_04/Gesture_05/U04_G05_V04.mp4,allo,left,B05,165,60.03
U04_G05_V05,U04,G05,videos/User_04/Gesture_05/U04_G05_V05.mp4,allo,left,B05,158,59.83
U04_G05_V06,U04,G05,videos/User_04/Gesture_05/U04_G05_V06.mp4,allo,left,B05,166,60.03
U04_G05_V07,U04,G05,videos/User_04/Gesture_05/U04_G05_V07.mp4,allo,left,B05,160,60.02
U04_G05_V08,U04,G05,videos/User_04/Gesture_05/U04_G05_V08.mp4,allo,left,B05,155,59.78
U04_G05_V09,U04,G05,videos/User_04/Gesture_05/U04_G05_V09.mp4,allo,left,B06,142,58.44
U04_G05_V10,U04,G05,videos/User_04/Gesture_05/U04_G05_V10.mp4,allo,left,B06,149,58.35
U04_G05_V11,U04,G05,videos/User_04/Gesture_05/U04_G05_V11.mp4,allo,left,B06,152,58.55
U04_G05_V12,U04,G05,videos/User_04/Gesture_05/U04_G05_V12.mp4,allo,left,B06,142,58.42
U04_G05_V13,U04,G05,videos/User_04/Gesture_05/U04_G05_V13.mp4,allo,left,B06,152,58.44
U04_G05_V14,U04,G05,videos/User_04/Gesture_05/U04_G05_V14.mp4,allo,left,B06,156,58.49
U04_G06_V01,U04,G06,videos/User_04/Gesture_06/U04_G06_V01.mp4,allo,dual,B05,164,60.03
U04_G06_V02,U04,G06,videos/User_04/Gesture_06/U04_G06_V02.mp4,allo,dual,B05,160,59.87
U04_G06_V03,U04,G06,videos/User_04/Gesture_06/U04_G06_V03.mp4,allo,dual,B05,162,60.03
U04_G06_V04,U04,G06,videos/User_04/Gesture_06/U04_G06_V04.mp4,allo,dual,B05,160,59.85
U04_G06_V05,U04,G06,videos/User_04/Gesture_06/U04_G06_V05.mp4,allo,dual,B05,163,60.03
U04_G06_V06,U04,G06,videos/User_04/Gesture_06/U04_G06_V06.mp4,allo,dual,B05,155,60.03
U04_G06_V07,U04,G06,videos/User_04/Gesture_06/U04_G06_V07.mp4,allo,dual,B06,160,58.81
U04_G06_V08,U04,G06,videos/User_04/Gesture_06/U04_G06_V08.mp4,allo,dual,B06,139,58.17
U04_G06_V09,U04,G06,videos/User_04/Gesture_06/U04_G06_V09.mp4,allo,dual,B06,128,58.13
U04_G06_V10,U04,G06,videos/User_04/Gesture_06/U04_G06_V10.mp4,allo,dual,B06,151,58.72
U04_G06_V11,U04,G06,videos/User_04/Gesture_06/U04_G06_V11.mp4,allo,dual,B06,152,58.55
U04_G06_V12,U04,G06,videos/User_04/Gesture_06/U04_G06_V12.mp4,allo,dual,B06,154,58.29
U04_G07_V01,U04,G07,videos/User_04/Gesture_07/U04_G07_V01.mp4,allo,dual,B05,154,60.03
U04_G07_V02,U04,G07,videos/User_04/Gesture_07/U04_G07_V02.mp4,allo,dual,B05,158,60.03
U04_G07_V03,U04,G07,videos/User_04/Gesture_07/U04_G07_V03.mp4,allo,dual,B05,158,59.8
U04_G07_V04,U04,G07,videos/User_04/Gesture_07/U04_G07_V04.mp4,allo,dual,B05,167,59.88
U04_G07_V05,U04,G07,videos/User_04/Gesture_07/U04_G07_V05.mp4,allo,dual,B05,145,59.95
U04_G07_V06,U04,G07,videos/User_04/Gesture_07/U04_G07_V06.mp4,allo,dual,B05,154,59.72
U04_G07_V07,U04,G07,videos/User_04/Gesture_07/U04_G07_V07.mp4,allo,dual,B05,157,60.03
U04_G07_V08,U04,G07,videos/User_04/Gesture_07/U04_G07_V08.mp4,allo,dual,B06,147,58.07
U04_G07_V09,U04,G07,videos/User_04/Gesture_07/U04_G07_V09.mp4,allo,dual,B06,153,58.03
U04_G07_V10,U04,G07,videos/User_04/Gesture_07/U04_G07_V10.mp4,allo,dual,B06,148,58.28
U04_G07_V11,U04,G07,videos/User_04/Gesture_07/U04_G07_V11.mp4,allo,dual,B06,149,58.3
U04_G07_V12,U04,G07,videos/User_04/Gesture_07/U04_G07_V12.mp4,allo,dual,B06,155,58.3
U04_G07_V13,U04,G07,videos/User_04/Gesture_07/U04_G07_V13.mp4,allo,dual,B06,139,58
U04_G07_V14,U04,G07,videos/User_04/Gesture_07/U04_G07_V14.mp4,allo,dual,B06,149,58.6
U04_G07_V15,U04,G07,videos/User_04/Gesture_07/U04_G07_V15.mp4,allo,dual,B06,142,58.09
U04_G07_V16,U04,G07,videos/User_04/Gesture_07/U04_G07_V16.mp4,allo,dual,B06,150,58.28
U04_G08_V01,U04,G08,videos/User_04/Gesture_08/U04_G08_V01.mp4,allo,left,B05,190,60.01
U04_G08_V02,U04,G08,videos/User_04/Gesture_08/U04_G08_V02.mp4,allo,left,B05,155,60.03
U04_G08_V03,U04,G08,videos/User_04/Gesture_08/U04_G08_V03.mp4,allo,left,B05,160,59.78
U04_G08_V04,U04,G08,videos/User_04/Gesture_08/U04_G08_V04.mp4,allo,left,B05,164,60.03
U04_G08_V05,U04,G08,videos/User_04/Gesture_08/U04_G08_V05.mp4,allo,left,B05,195,60.03
U04_G08_V06,U04,G08,videos/User_04/Gesture_08/U04_G08_V06.mp4,allo,left,B05,188,60.03
U04_G08_V07,U04,G08,videos/User_04/Gesture_08/U04_G08_V07.mp4,allo,left,B06,141,58.45
U04_G08_V08,U04,G08,videos/User_04/Gesture_08/U04_G08_V08.mp4,allo,left,B06,152,58.66
U04_G08_V09,U04,G08,videos/User_04/Gesture_08/U04_G08_V09.mp4,allo,left,B06,159,58.38
U04_G08_V10,U04,G08,videos/User_04/Gesture_08/U04_G08_V10.mp4,allo,left,B06,158,58.71
U04_G08_V11,U04,G08,videos/User_04/Gesture_08/U04_G08_V11.mp4,allo,left,B06,156,58.43
U04_G08_V12,U04,G08,videos/User_04/Gesture_08/U04_G08_V12.mp4,allo,left,B06,153,58.78
U04_G09_V01,U04,G09,videos/User_04/Gesture_09/U04_G09_V01.mp4,allo,left,B05,114,59.66
U04_G09_V02,U04,G09,videos/User_04/Gesture_09/U04_G09_V02.mp4,allo,left,B05,150,60.03
U04_G09_V03,U04,G09,videos/User_04/Gesture_09/U04_G09_V03.mp4,allo,left,B05,151,60.03
U04_G09_V04,U04,G09,videos/User_04/Gesture_09/U04_G09_V04.mp4,allo,left,B05,168,59.92
U04_G09_V05,U04,G09,videos/User_04/Gesture_09/U04_G09_V05.mp4,allo,left,B05,165,60.03
U04_G09_V06,U04,G09,videos/User_04/Gesture_09/U04_G09_V06.mp4,allo,left,B05,164,59.94
U04_G09_V07,U04,G09,videos/User_04/Gesture_09/U04_G09_V07.mp4,allo,left,B05,161,60.03
U04_G09_V08,U04,G09,videos/User_04/Gesture_09/U04_G09_V08.mp4,allo,left,B06,130,57.9
U04_G09_V09,U04,G09,videos/User_04/Gesture_09/U04_G09_V09.mp4,allo,left,B06,158,58.84
U04_G09_V10,U04,G09,videos/User_04/Gesture_09/U04_G09_V10.mp4,allo,left,B06,147,58.65
U04_G09_V11,U04,G09,videos/User_04/Gesture_09/U04_G09_V11.mp4,allo,left,B06,152,58.87
U04_G09_V12,U04,G09,videos/User_04/Gesture_09/U04_G09_V12.mp4,allo,left,B06,143,58.73
U04_G09_V13,U04,G09,videos/User_04/Gesture_09/U04_G09_V13.mp4,allo,left,B06,143,58.77
U04_G09_V14,U04,G09,videos/User_04/Gesture_09/U04_G09_V14.mp4,allo,left,B06,153,58.08
U04_G09_V15,U04,G09,videos/User_04/Gesture_09/U04_G09_V15.mp4,allo,left,B06,151,58.27
U04_G10_V01,U04,G10,videos/User_04/Gesture_10/U04_G10_V01.mp4,allo,left,B05,106,59.94
U04_G10_V02,U04,G10,videos/User_04/Gesture_10/U04_G10_V02.mp4,allo,left,B05,113,59.84
U04_G10_V03,U04,G10,videos/User_04/Gesture_10/U04_G10_V03.mp4,allo,left,B05,162,59.84
U04_G10_V04,U04,G10,videos/User_04/Gesture_10/U04_G10_V04.mp4,allo,left,B05,144,60.03
U04_G10_V05,U04,G10,videos/User_04/Gesture_10/U04_G10_V05.mp4,allo,left,B05,165,60.02
U04_G10_V06,U04,G10,videos/User_04/Gesture_10/U04_G10_V06.mp4,allo,left,B05,142,60.03
U04_G10_V07,U04,G10,videos/User_04/Gesture_10/U04_G10_V07.mp4,allo,left,B05,110,60.03
U04_G10_V08,U04,G10,videos/User_04/Gesture_10/U04_G10_V08.mp4,allo,left,B05,127,59.69
U04_G10_V09,U04,G10,videos/User_04/Gesture_10/U04_G10_V09.mp4,allo,left,B06,133,58.16
U04_G10_V10,U04,G10,videos/User_04/Gesture_10/U04_G10_V10.mp4,allo,left,B06,125,58.2
U04_G10_V11,U04,G10,videos/User_04/Gesture_10/U04_G10_V11.mp4,allo,left,B06,137,57.8
U04_G10_V12,U04,G10,videos/User_04/Gesture_10/U04_G10_V12.mp4,allo,left,B06,137,58.13
U04_G10_V13,U04,G10,videos/User_04/Gesture_10/U04_G10_V13.mp4,allo,left,B06,149,58.39
U04_G10_V14,U04,G10,videos/User_04/Gesture_10/U04_G10_V14.mp4,allo,left,B06,149,58.19
U04_G11_V01,U04,G11,videos/User_04/Gesture_11/U04_G11_V01.mp4,allo,left,B05,150,59.71
U04_G11_V02,U04,G11,videos/User_04/Gesture_11/U04_G11_V02.mp4,allo,left,B05,162,60.03
U04_G11_V03,U04,G11,videos/User_04/Gesture_11/U04_G11_V03.mp4,allo,left,B05,203,59.86
U04_G11_V04,U04,G11,videos/User_04/Gesture_11/U04_G11_V04.mp4,allo,left,B05,171,59.84
U04_G11_V05,U04,G11,videos/User_04/Gesture_11/U04_G11_V05.mp4,allo,left,B05,158,60.01
U04_G11_V06,U04,G11,videos/User_04/Gesture_11/U04_G11_V06.mp4,allo,left,B05,177,60.03
U04_G11_V07,U04,G11,videos/User_04/Gesture_11/U04_G11_V07.mp4,allo,left,B06,116,58.14
U04_G11_V08,U04,G11,videos/User_04/Gesture_11/U04_G11_V08.mp4,allo,left,B06,151,58.71
U04_G11_V09,U04,G11,videos/User_04/Gesture_11/U04_G11_V09.mp4,allo,left,B06,153,58.34
U04_G11_V10,U04,G11,videos/User_04/Gesture_11/U04_G11_V10.mp4,allo,left,B06,162,58.56
U04_G11_V11,U04,G11,videos/User_04/Gesture_11/U04_G11_V11.mp4,allo,left,B06,165,59.08
U04_G11_V12,U04,G11,videos/User_04/Gesture_11/U04_G11_V12.mp4,allo,left,B06,149,58.39
U04_G11_V13,U04,G11,videos/User_04/Gesture_11/U04_G11_V13.mp4,allo,left,B06,149,58.64
U04_G12_V01,U04,G12,videos/User_04/Gesture_12/U04_G12_V01.mp4,allo,left,B05,144,59.92
U04_G12_V02,U04,G12,videos/User_04/Gesture_12/U04_G12_V02.mp4,allo,left,B05,121,59.69
U04_G12_V03,U04,G12,videos/User_04/Gesture_12/U04_G12_V03.mp4,allo,left,B05,130,59.69
U04_G12_V04,U04,G12,videos/User_04/Gesture_12/U04_G12_V04.mp4,allo,left,B05,159,59.55
U04_G12_V05,U04,G12,videos/User_04/Gesture_12/U04_G12_V05.mp4,allo,left,B05,158,59.57
U04_G12_V06,U04,G12,videos/User_04/Gesture_12/U04_G12_V06.mp4,allo,left,B05,154,59.69
U04_G12_V07,U04,G12,videos/User_04/Gesture_12/U04_G12_V07.mp4,allo,left,B05,149,59.58
U04_G12_V08,U04,G12,videos/User_04/Gesture_12/U04_G12_V08.mp4,allo,left,B06,143,58.76
U04_G12_V09,U04,G12,videos/User_04/Gesture_12/U04_G12_V09.mp4,allo,left,B06,145,58.58
U04_G12_V10,U04,G12,videos/User_04/Gesture_12/U04_G12_V10.mp4,allo,left,B06,154,58.82
U04_G12_V11,U04,G12,videos/User_04/Gesture_12/U04_G12_V11.mp4,allo,left,B06,157,58.62
U04_G12_V12,U04,G12,videos/User_04/Gesture_12/U04_G12_V12.mp4,allo,left,B06,153,58.05
U04_G12_V13,U04,G12,videos/User_04/Gesture_12/U04_G12_V13.mp4,allo,left,B06,148,58.72
U04_G13_V01,U04,G13,videos/User_04/Gesture_13/U04_G13_V01.mp4,allo,left,B05,157,60.03
U04_G13_V02,U04,G13,videos/User_04/Gesture_13/U04_G13_V02.mp4,allo,left,B05,145,60.03
U04_G13_V03,U04,G13,videos/User_04/Gesture_13/U04_G13_V03.mp4,allo,left,B05,156,60.03
U04_G13_V04,U04,G13,videos/User_04/Gesture_13/U04_G13_V04.mp4,allo,left,B05,159,59.85
U04_G13_V05,U04,G13,videos/User_04/Gesture_13/U04_G13_V05.mp4,allo,left,B05,159,60.03
U04_G13_V06,U04,G13,videos/User_04/Gesture_13/U04_G13_V06.mp4,allo,left,B05,174,59.87
U04_G13_V07,U04,G13,videos/User_04/Gesture_13/U04_G13_V07.mp4,allo,left,B05,168,59.87
U04_G13_V08,U04,G13,videos/User_04/Gesture_13/U04_G13_V08.mp4,allo,left,B05,174,60.03
U04_G13_V09,U04,G13,videos/User_04/Gesture_13/U04_G13_V09.mp4,allo,left,B06,129,58.01
U04_G13_V10,U04,G13,videos/User_04/Gesture_13/U04_G13_V10.mp4,allo,left,B06,145,58.44
U04_G13_V11,U04,G13,videos/User_04/Gesture_13/U04_G13_V11.mp4,allo,left,B06,152,58.63
U04_G13_V12,U04,G13,videos/User_04/Gesture_13/U04_G13_V12.mp4,allo,left,B06,149,57.94
U04_G13_V13,U04,G13,videos/User_04/Gesture_13/U04_G13_V13.mp4,allo,left,B06,167,58.5
U04_G13_V14,U04,G13,videos/User_04/Gesture_13/U04_G13_V14.mp4,allo,left,B06,156,58.3
U04_G13_V15,U04,G13,videos/User_04/Gesture_13/U04_G13_V15.mp4,allo,left,B06,146,58.38
U04_G14_V01,U04,G14,videos/User_04/Gesture_14/U04_G14_V01.mp4,allo,left,B05,138,60.03
U04_G14_V02,U04,G14,videos/User_04/Gesture_14/U04_G14_V02.mp4,allo,left,B05,149,59.63
U04_G14_V03,U04,G14,videos/User_04/Gesture_14/U04_G14_V03.mp4,allo,left,B05,158,60.03
U04_G14_V04,U04,G14,videos/User_04/Gesture_14/U04_G14_V04.mp4,allo,left,B05,156,59.88
U04_G14_V05,U04,G14,videos/User_04/Gesture_14/U04_G14_V05.mp4,allo,left,B05,161,60.03
U04_G14_V06,U04,G14,videos/User_04/Gesture_14/U04_G14_V06.mp4,allo,left,B05,159,60.03
U04_G14_V07,U04,G14,videos/User_04/Gesture_14/U04_G14_V07.mp4,allo,left,B05,158,60.03
U04_G14_V08,U04,G14,videos/User_04/Gesture_14/U04_G14_V08.mp4,allo,left,B05,175,60.03
U04_G14_V09,U04,G14,videos/User_04/Gesture_14/U04_G14_V09.mp4,allo,left,B06,132,58.1
U04_G14_V10,U04,G14,videos/User_04/Gesture_14/U04_G14_V10.mp4,allo,left,B06,148,58.41
U04_G14_V11,U04,G14,videos/User_04/Gesture_14/U04_G14_V11.mp4,allo,left,B06,142,58.04
U04_G14_V12,U04,G14,videos/User_04/Gesture_14/U04_G14_V12.mp4,allo,left,B06,156,58.7
U04_G14_V13,U04,G14,videos/User_04/Gesture_14/U04_G14_V13.mp4,allo,left,B06,156,58.79
U04_G14_V14,U04,G14,videos/User_04/Gesture_14/U04_G14_V14.mp4,allo,left,B06,176,58.75
U04_G14_V15,U04,G14,videos/User_04/Gesture_14/U04_G14_V15.mp4,allo,left,B06,154,58.68
U04_G15_V01,U04,G15,videos/User_04/Gesture_15/U04_G15_V01.mp4,allo,left,B05,132,60.03
U04_G15_V02,U04,G15,videos/User_04/Gesture_15/U04_G15_V02.mp4,allo,left,B05,159,59.75
U04_G15_V03,U04,G15,videos/User_04/Gesture_15/U04_G15_V03.mp4,allo,left,B05,161,59.8
